policy,seed,type,instance,nnodes,nlps,stime,gap,status,ndomchgs,ncutoffs,walltime,proctime
ml-competitor:extratrees_gcnn_agg,0,small,../data/instances/setcover/test_500r_1000c_0.05d_100mc_10se/instance_4/instance_4.lp,409,688,15.85,0.0,optimal,0,0,16.9089635014534,16.91968077799993
ml-competitor:extratrees_gcnn_agg,1,small,../data/instances/setcover/test_500r_1000c_0.05d_100mc_10se/instance_4/instance_4.lp,421,790,16.55,0.0,optimal,0,0,17.563649587333202,17.574643217999892
ml-competitor:extratrees_gcnn_agg,2,small,../data/instances/setcover/test_500r_1000c_0.05d_100mc_10se/instance_4/instance_4.lp,451,785,17.41,0.0,optimal,0,0,18.594696030952036,18.606333958999812
ml-competitor:extratrees_gcnn_agg,3,small,../data/instances/setcover/test_500r_1000c_0.05d_100mc_10se/instance_4/instance_4.lp,445,790,16.41,0.0,optimal,0,0,17.390336788259447,17.400591433000045
ml-competitor:extratrees_gcnn_agg,4,small,../data/instances/setcover/test_500r_1000c_0.05d_100mc_10se/instance_4/instance_4.lp,417,720,16.26,0.0,optimal,0,0,17.297695067711174,17.30809401800002
ml-competitor:lambdamart_khalil,0,small,../data/instances/setcover/test_500r_1000c_0.05d_100mc_10se/instance_4/instance_4.lp,363,624,10.67,0.0,optimal,0,0,11.518652450293303,11.525795706000054
ml-competitor:lambdamart_khalil,1,small,../data/instances/setcover/test_500r_1000c_0.05d_100mc_10se/instance_4/instance_4.lp,395,632,11.17,0.0,optimal,0,0,11.928273561410606,11.935759126999983
ml-competitor:lambdamart_khalil,2,small,../data/instances/setcover/test_500r_1000c_0.05d_100mc_10se/instance_4/instance_4.lp,399,700,11.46,0.0,optimal,0,0,12.41260705795139,12.419920145000106
ml-competitor:lambdamart_khalil,3,small,../data/instances/setcover/test_500r_1000c_0.05d_100mc_10se/instance_4/instance_4.lp,429,729,10.83,0.0,optimal,0,0,11.454325812868774,11.461296131999916
ml-competitor:lambdamart_khalil,4,small,../data/instances/setcover/test_500r_1000c_0.05d_100mc_10se/instance_4/instance_4.lp,381,710,11.09,0.0,optimal,0,0,11.834974430501461,11.84239596999987
ml-competitor:svmrank_khalil,0,small,../data/instances/setcover/test_500r_1000c_0.05d_100mc_10se/instance_4/instance_4.lp,453,743,14.54,0.0,optimal,0,0,15.300763736478984,15.31054898100001
