policy,seed,type,instance,nnodes,nlps,stime,finalgap,50_gap,75_gap,100_gap,150_gap,200_gap,250_gap,300_gap,status,ndomchgs,ncutoffs,walltime,proctime
ml-competitor:svmrank_khalil,2,small,../data/instances/setcover/test_100r_200c_0.1d_1mc_0se/instance_3/instance_3.lp,235,756,7.170606,0.0,0.30799622390857767,0.29657042184535903,0.2909608146553968,0.2817203471550834,0.2817203471550834,0,0,optimal,0,0,7.170624924823642,7.175974406999998
ml-competitor:svmrank_khalil,4,small,../data/instances/setcover/test_100r_200c_0.1d_1mc_0se/instance_3/instance_3.lp,30,120,2.279514,0.0,0,0,0,0,0,0,0,optimal,0,0,2.279533689841628,2.2808290640000024
ml-competitor:svmrank_khalil,6,small,../data/instances/setcover/test_100r_200c_0.1d_1mc_0se/instance_3/instance_3.lp,73,398,3.6220369999999997,0.0,0.3124522910030235,0,0,0,0,0,0,optimal,0,0,3.6220557373017073,3.624664224
ml-competitor:svmrank_khalil,8,small,../data/instances/setcover/test_100r_200c_0.1d_1mc_0se/instance_3/instance_3.lp,30,122,2.211215,0.0,0,0,0,0,0,0,0,optimal,0,0,2.211253031156957,2.213180996999995
ml-competitor:svmrank_khalil,10,small,../data/instances/setcover/test_100r_200c_0.1d_1mc_0se/instance_3/instance_3.lp,32,133,2.354105,0.0,0,0,0,0,0,0,0,optimal,0,0,2.354123783297837,2.3554170580000005
gcnn:baseline,2,small,../data/instances/setcover/test_100r_200c_0.1d_1mc_0se/instance_3/instance_3.lp,33,134,1.938698,0.0,0,0,0,0,0,0,0,optimal,0,0,1.9387166909873486,1.968312602999987
gcnn:baseline,4,small,../data/instances/setcover/test_100r_200c_0.1d_1mc_0se/instance_3/instance_3.lp,31,126,1.943219,0.0,0,0,0,0,0,0,0,optimal,0,0,1.9432380180805922,1.9708148969999968
gcnn:baseline,6,small,../data/instances/setcover/test_100r_200c_0.1d_1mc_0se/instance_3/instance_3.lp,32,125,2.039199,0.0,0,0,0,0,0,0,0,optimal,0,0,2.03921852260828,2.0664550130000094
gcnn:baseline,8,small,../data/instances/setcover/test_100r_200c_0.1d_1mc_0se/instance_3/instance_3.lp,30,121,1.844119,0.0,0,0,0,0,0,0,0,optimal,0,0,1.84413883369416,1.8705302340000003
gcnn:baseline,10,small,../data/instances/setcover/test_100r_200c_0.1d_1mc_0se/instance_3/instance_3.lp,28,222,2.056493,0.0,0,0,0,0,0,0,0,optimal,0,0,2.056523305363953,2.0821221909999963
ml-competitor:svmrank_khalil,2,small,../data/instances/setcover/test_100r_200c_0.1d_1mc_0se/instance_4/instance_4.lp,1689,2370,15.184397,0.0,0.26681909584719,0.24462373748985516,0.24462373748985516,0.21634650752183363,0.20684128911802127,0.20684128911802127,0.1895957438880488,optimal,0,0,15.184443325735629,15.196775771999995
ml-competitor:svmrank_khalil,4,small,../data/instances/setcover/test_100r_200c_0.1d_1mc_0se/instance_4/instance_4.lp,1701,2291,15.359628,0.0,0.24183841409621418,0.22233252169187273,0.21263934010676047,0.20176479204945533,0.19886055862951427,0.19229951230642706,0.18173748006914148,optimal,0,0,15.359658408910036,15.370108746999989
ml-competitor:svmrank_khalil,6,small,../data/instances/setcover/test_100r_200c_0.1d_1mc_0se/instance_4/instance_4.lp,1805,2453,16.254037,0.0,0.2446237374898554,0.24183841409621326,0.24183841409621326,0.2234885705829045,0.20052556719974268,0.20052556719974268,0.19718408126251294,optimal,0,0,16.254067921079695,16.262531508000023
ml-competitor:svmrank_khalil,8,small,../data/instances/setcover/test_100r_200c_0.1d_1mc_0se/instance_4/instance_4.lp,1823,2523,16.157971,0.0,0.24036589757346238,0.2266644623307132,0.22233252169187273,0.22233252169187273,0.22233252169187273,0.19886055862951427,0.18148629259463436,optimal,0,0,16.157989468425512,16.16246251999999
ml-competitor:svmrank_khalil,10,small,../data/instances/setcover/test_100r_200c_0.1d_1mc_0se/instance_4/instance_4.lp,1772,2346,15.765811,0.0,0.23739089755409937,0.22664670011420995,0.21449517609490723,0.21054516017313415,0.21054516017313415,0.21054516017313415,0.19438267140785312,optimal,0,0,15.76584343612194,15.770616659000012
gcnn:baseline,2,small,../data/instances/setcover/test_100r_200c_0.1d_1mc_0se/instance_4/instance_4.lp,1697,2341,8.924717,0.0,0.24036589757346238,0.21702715325770283,0.20655259897210365,0.20176479204945533,0.19862986236514849,0.19138646847286528,0.18918525412075457,optimal,0,0,8.924735323525965,10.053280922999988
gcnn:baseline,4,small,../data/instances/setcover/test_100r_200c_0.1d_1mc_0se/instance_4/instance_4.lp,1673,2294,8.727996,0.0,0.24036589757346216,0.21499739526266592,0.20655259897210365,0.20176479204945533,0.19375461955539133,0.18816455732222284,0.18468614690355667,optimal,0,0,8.728028106503189,9.611246249999994
gcnn:baseline,6,small,../data/instances/setcover/test_100r_200c_0.1d_1mc_0se/instance_4/instance_4.lp,1719,2380,8.916654,0.0,0.24036589757346194,0.2170271532577026,0.2170271532577026,0.2170271532577026,0.2170271532577026,0.20176479204945533,0.19227124009941665,optimal,0,0,8.916675619781017,9.691238306000002
gcnn:baseline,8,small,../data/instances/setcover/test_100r_200c_0.1d_1mc_0se/instance_4/instance_4.lp,1629,2263,8.399458,0.0,0.23657933708392695,0.21702715325770283,0.20655259897210343,0.20176479204945533,0.1958722564308212,0.18751071774187716,0.18581652508874943,optimal,0,0,8.399495150893927,9.338997731000006
gcnn:baseline,10,small,../data/instances/setcover/test_100r_200c_0.1d_1mc_0se/instance_4/instance_4.lp,1591,2136,8.232316,0.0,0.24036589757346238,0.2223325216918723,0.2135521152480016,0.19677545896385612,0.18891647023779903,0.18152661571293213,0.17891943320731907,optimal,0,0,8.232349936850369,9.252827643999979
ml-competitor:svmrank_khalil,2,small,../data/instances/setcover/test_100r_200c_0.1d_1mc_0se/instance_5/instance_5.lp,26,128,1.9317280000000001,0.0,0,0,0,0,0,0,0,optimal,0,0,1.9317494286224246,1.9330763349999813
ml-competitor:svmrank_khalil,4,small,../data/instances/setcover/test_100r_200c_0.1d_1mc_0se/instance_5/instance_5.lp,22,88,1.941506,0.0,0,0,0,0,0,0,0,optimal,0,0,1.9415274364873767,1.9428277579999929
ml-competitor:svmrank_khalil,6,small,../data/instances/setcover/test_100r_200c_0.1d_1mc_0se/instance_5/instance_5.lp,44,310,2.490622,0.0,0,0,0,0,0,0,0,optimal,0,0,2.490644060075283,2.492352230999984
ml-competitor:svmrank_khalil,8,small,../data/instances/setcover/test_100r_200c_0.1d_1mc_0se/instance_5/instance_5.lp,22,88,1.695903,0.0,0,0,0,0,0,0,0,optimal,0,0,1.6959244515746832,1.6969632610000076
ml-competitor:svmrank_khalil,10,small,../data/instances/setcover/test_100r_200c_0.1d_1mc_0se/instance_5/instance_5.lp,23,86,1.802323,0.0,0,0,0,0,0,0,0,optimal,0,0,1.8023568456992507,1.8035471340000413
gcnn:baseline,2,small,../data/instances/setcover/test_100r_200c_0.1d_1mc_0se/instance_5/instance_5.lp,18,65,1.476826,0.0,0,0,0,0,0,0,0,optimal,0,0,1.4768465319648385,1.500395831999981
gcnn:baseline,4,small,../data/instances/setcover/test_100r_200c_0.1d_1mc_0se/instance_5/instance_5.lp,22,90,1.626853,0.0,0,0,0,0,0,0,0,optimal,0,0,1.6268738247454166,1.655673422999996
gcnn:baseline,6,small,../data/instances/setcover/test_100r_200c_0.1d_1mc_0se/instance_5/instance_5.lp,19,68,1.461175,0.0,0,0,0,0,0,0,0,optimal,0,0,1.46119533944875,1.4863498150000396
gcnn:baseline,8,small,../data/instances/setcover/test_100r_200c_0.1d_1mc_0se/instance_5/instance_5.lp,22,178,1.538216,0.0,0,0,0,0,0,0,0,optimal,0,0,1.5382392890751362,1.5678681570000208
gcnn:baseline,10,small,../data/instances/setcover/test_100r_200c_0.1d_1mc_0se/instance_5/instance_5.lp,16,60,1.558545,0.0,0,0,0,0,0,0,0,optimal,0,0,1.558564624749124,1.5798324410000077
ml-competitor:svmrank_khalil,2,small,../data/instances/setcover/test_100r_200c_0.1d_1mc_0se/instance_6/instance_6.lp,111,508,4.468077,0.0,0.35271430322624925,0.3217830086681175,0.31576815572863465,0,0,0,0,optimal,0,0,4.468098172917962,4.471172376999959
ml-competitor:svmrank_khalil,4,small,../data/instances/setcover/test_100r_200c_0.1d_1mc_0se/instance_6/instance_6.lp,18,186,1.860792,0.0,0,0,0,0,0,0,0,optimal,0,0,1.8608232829719782,1.8620730100000173
ml-competitor:svmrank_khalil,6,small,../data/instances/setcover/test_100r_200c_0.1d_1mc_0se/instance_6/instance_6.lp,17,176,1.85666,0.0,0,0,0,0,0,0,0,optimal,0,0,1.8566811615601182,1.857886853000025
ml-competitor:svmrank_khalil,8,small,../data/instances/setcover/test_100r_200c_0.1d_1mc_0se/instance_6/instance_6.lp,19,192,1.930418,0.0,0,0,0,0,0,0,0,optimal,0,0,1.930437931790948,1.931554129999995
ml-competitor:svmrank_khalil,10,small,../data/instances/setcover/test_100r_200c_0.1d_1mc_0se/instance_6/instance_6.lp,22,209,2.0906,0.0,0,0,0,0,0,0,0,optimal,0,0,2.0906222946941853,2.0919720779999693
gcnn:baseline,2,small,../data/instances/setcover/test_100r_200c_0.1d_1mc_0se/instance_6/instance_6.lp,33,326,1.943479,0.0,0,0,0,0,0,0,0,optimal,0,0,1.9435134371742606,1.986525831999984
gcnn:baseline,4,small,../data/instances/setcover/test_100r_200c_0.1d_1mc_0se/instance_6/instance_6.lp,24,215,1.725375,0.0,0,0,0,0,0,0,0,optimal,0,0,1.7253966946154833,1.7565929280000319
gcnn:baseline,6,small,../data/instances/setcover/test_100r_200c_0.1d_1mc_0se/instance_6/instance_6.lp,28,219,1.844266,0.0,0,0,0,0,0,0,0,optimal,0,0,1.8442974705249071,1.8784348259999888
gcnn:baseline,8,small,../data/instances/setcover/test_100r_200c_0.1d_1mc_0se/instance_6/instance_6.lp,16,102,1.735034,0.0,0,0,0,0,0,0,0,optimal,0,0,1.7350542591884732,1.7559006970000155
gcnn:baseline,10,small,../data/instances/setcover/test_100r_200c_0.1d_1mc_0se/instance_6/instance_6.lp,14,83,1.629565,0.0,0,0,0,0,0,0,0,optimal,0,0,1.6295855520293117,1.6478696730000024
ml-competitor:svmrank_khalil,2,small,../data/instances/setcover/test_100r_200c_0.1d_1mc_0se/instance_7/instance_7.lp,758,1514,14.431019,0.0,0.30703910150023733,0.2784783057235412,0.2646155004345072,0.24924019440047668,0.23692290759723644,0.22533384379738494,0.21901615288374993,optimal,0,0,14.431039086543024,14.441554120999967
ml-competitor:svmrank_khalil,4,small,../data/instances/setcover/test_100r_200c_0.1d_1mc_0se/instance_7/instance_7.lp,1283,2233,19.65228,0.0,0.2978707894269747,0.28434156496799046,0.2689135758236149,0.2646191430098996,0.2646191430098996,0.26195049287558186,0.239689856001947,optimal,0,0,19.652320181019604,19.665852117999975
ml-competitor:svmrank_khalil,6,small,../data/instances/setcover/test_100r_200c_0.1d_1mc_0se/instance_7/instance_7.lp,3172,4152,30.098965,0.0,0.30266437221715914,0.28046615005173087,0.2752625441609104,0.2583397498562293,0.2469152385504824,0.24266952933776653,0.2364859968645329,optimal,0,0,30.09898574464023,30.11885693200003
ml-competitor:svmrank_khalil,8,small,../data/instances/setcover/test_100r_200c_0.1d_1mc_0se/instance_7/instance_7.lp,1106,2102,18.366924,0.0,0.2978707894269735,0.2978707894269735,0.2978707894269735,0.280405205933195,0.2680176818829581,0.2680176818829581,0.23950944951381067,optimal,0,0,18.36695385351777,18.378972155000042
ml-competitor:svmrank_khalil,10,small,../data/instances/setcover/test_100r_200c_0.1d_1mc_0se/instance_7/instance_7.lp,2544,3621,27.219736,0.0,0.297870789426975,0.268913575823618,0.2646155004345072,0.2603962816229882,0.2408080587828923,0.23642336761781615,0.2261881356420284,optimal,0,0,27.219757141545415,27.237525325000036
gcnn:baseline,2,small,../data/instances/setcover/test_100r_200c_0.1d_1mc_0se/instance_7/instance_7.lp,1584,2522,10.814993,0.0,0.297870789426975,0.28972789260725307,0.26891357582361514,0.25603620615667977,0.2395584556712339,0.23462874575555104,0.22688719207773037,optimal,0,0,10.815040631219745,12.303765561000034
gcnn:baseline,4,small,../data/instances/setcover/test_100r_200c_0.1d_1mc_0se/instance_7/instance_7.lp,1524,2636,11.366678,0.0,0.2978707894269747,0.2787874329811501,0.2787874329811501,0.2674567653493062,0.26195049287558186,0.23946144915385448,0.2314846542296559,optimal,0,0,11.366712732240558,12.895907942000008
gcnn:baseline,6,small,../data/instances/setcover/test_100r_200c_0.1d_1mc_0se/instance_7/instance_7.lp,2843,3971,15.841426,0.0,0.2978707894269751,0.2787874329811507,0.2689135758236155,0.2526089806338683,0.2355957369870186,0.2293718749191475,0.2293718749191475,optimal,0,0,15.841469379141927,18.05564136600003
gcnn:baseline,8,small,../data/instances/setcover/test_100r_200c_0.1d_1mc_0se/instance_7/instance_7.lp,2293,3262,13.221865,0.0,0.2978707894269735,0.28306371157563825,0.28306371157563825,0.26195049287558186,0.2408080587828923,0.23306223906199072,0.223879651638567,optimal,0,0,13.221889494918287,15.128209288999983
gcnn:baseline,10,small,../data/instances/setcover/test_100r_200c_0.1d_1mc_0se/instance_7/instance_7.lp,1006,1852,8.891963,0.0,0.2917100237285279,0.27232602415817314,0.2595376319349669,0.2595376319349669,0.2595376319349669,0.24703652925074693,0.24703652925074693,optimal,0,0,8.891995224170387,9.978956880999988
ml-competitor:svmrank_khalil,2,small,../data/instances/setcover/test_100r_200c_0.1d_1mc_0se/instance_8/instance_8.lp,57,403,2.950123,0.0,0.3063675439278004,0,0,0,0,0,0,optimal,0,0,2.9501476511359215,2.9522429130000205
ml-competitor:svmrank_khalil,4,small,../data/instances/setcover/test_100r_200c_0.1d_1mc_0se/instance_8/instance_8.lp,86,411,3.623641,0.0,0.30567741559310546,0.29659625360961667,0,0,0,0,0,optimal,0,0,3.623662205412984,3.626355520000004
ml-competitor:svmrank_khalil,6,small,../data/instances/setcover/test_100r_200c_0.1d_1mc_0se/instance_8/instance_8.lp,139,565,4.852933,0.0,0.29659625360961667,0.28269123918668604,0.27906752062609724,0,0,0,0,optimal,0,0,4.852971691638231,4.856682481000007
ml-competitor:svmrank_khalil,8,small,../data/instances/setcover/test_100r_200c_0.1d_1mc_0se/instance_8/instance_8.lp,154,558,5.416757,0.0,0.29659625360961667,0.28269123918668576,0.27940260976037345,0.26531582838723783,0,0,0,optimal,0,0,5.4167790887877345,5.421075035999991
ml-competitor:svmrank_khalil,10,small,../data/instances/setcover/test_100r_200c_0.1d_1mc_0se/instance_8/instance_8.lp,134,547,4.763679,0.0,0.3022084664162975,0.29239667323477975,0.2881029540626628,0,0,0,0,optimal,0,0,4.763700372539461,4.766770812999994
gcnn:baseline,2,small,../data/instances/setcover/test_100r_200c_0.1d_1mc_0se/instance_8/instance_8.lp,300,803,4.293711,0.0,0.32718154012556694,0.32718154012556694,0.32718154012556694,0.32718154012556694,0.32718154012556694,0.32718154012556694,0,optimal,0,0,4.293733804486692,4.646557384999994
gcnn:baseline,4,small,../data/instances/setcover/test_100r_200c_0.1d_1mc_0se/instance_8/instance_8.lp,54,315,2.061232,0.0,0.3017891771068923,0,0,0,0,0,0,optimal,0,0,2.061254510655999,2.1234913620000384
gcnn:baseline,6,small,../data/instances/setcover/test_100r_200c_0.1d_1mc_0se/instance_8/instance_8.lp,57,305,2.126505,0.0,0.3017891771068915,0,0,0,0,0,0,optimal,0,0,2.126528042368591,2.1934473829999774
gcnn:baseline,8,small,../data/instances/setcover/test_100r_200c_0.1d_1mc_0se/instance_8/instance_8.lp,69,426,2.261221,0.0,0.2828464659832452,0,0,0,0,0,0,optimal,0,0,2.2612460488453507,2.340641212000037
