policy,seed,type,instance,nnodes,nlps,stime,gap,status,ndomchgs,ncutoffs,walltime,proctime
internal:relpscost,60,small,../data/instances/facilities/test_100_100_5/instance_16.lp,51,176,28.32,0.0,optimal,68,0,28.982578679919243,29.001655357000345
internal:relpscost,80,small,../data/instances/facilities/test_100_100_5/instance_16.lp,59,199,34.15,0.0,optimal,59,0,35.10722075775266,35.129824753999856
internal:relpscost,100,small,../data/instances/facilities/test_100_100_5/instance_16.lp,65,218,32.63,0.0,optimal,95,0,33.58112742193043,33.6028173099985
gcnn:baseline,20,small,../data/instances/facilities/test_100_100_5/instance_16.lp,265,403,29.25,0.0,optimal,0,0,29.156535614281893,30.190823674998683
gcnn:baseline,40,small,../data/instances/facilities/test_100_100_5/instance_16.lp,269,404,32.92,0.0,optimal,0,0,32.9815680924803,34.0283529290009
gcnn:baseline,60,small,../data/instances/facilities/test_100_100_5/instance_16.lp,209,345,30.35,0.0,optimal,0,0,30.254269275814295,31.24667870600024
gcnn:baseline,80,small,../data/instances/facilities/test_100_100_5/instance_16.lp,247,407,36.16,0.0,optimal,0,0,36.185247614979744,37.212321291999615
gcnn:baseline,100,small,../data/instances/facilities/test_100_100_5/instance_16.lp,298,465,36.97,0.0,optimal,0,0,36.91364126652479,37.97924429200066
internal:relpscost,20,small,../data/instances/facilities/test_100_100_5/instance_17.lp,543,936,104.83,0.0,optimal,243,0,107.4805577415973,107.5494776960004
internal:relpscost,40,small,../data/instances/facilities/test_100_100_5/instance_17.lp,782,1353,175.44,0.0,optimal,365,0,179.5779931433499,179.68914719500026
internal:relpscost,60,small,../data/instances/facilities/test_100_100_5/instance_17.lp,571,1034,118.92,0.0,optimal,304,0,121.85495686531067,121.93163508299949
internal:relpscost,80,small,../data/instances/facilities/test_100_100_5/instance_17.lp,557,957,118.77,0.0,optimal,275,0,121.74623971059918,121.82271266899988
internal:relpscost,100,small,../data/instances/facilities/test_100_100_5/instance_17.lp,632,1147,142.0,0.0,optimal,361,0,145.73592464253306,145.82755531399926
gcnn:baseline,20,small,../data/instances/facilities/test_100_100_5/instance_17.lp,1461,1884,142.29,0.0,optimal,0,0,144.39832533337176,146.41019432800022
gcnn:baseline,40,small,../data/instances/facilities/test_100_100_5/instance_17.lp,1309,1490,139.48,0.0,optimal,0,0,141.2555989716202,143.1407157529993
