policy,seed,type,instance,nnodes,nlps,stime,gap,status,ndomchgs,ncutoffs,walltime,proctime
internal:relpscost,80,small,../data/instances/setcover/test_100r_200c_0.05d_1mc_0se/instance_7/instance_7.lp,340,523,3.04,0.0,optimal,159,1,3.639311157166958,3.6399997310000174
internal:relpscost,100,small,../data/instances/setcover/test_100r_200c_0.05d_1mc_0se/instance_7/instance_7.lp,378,557,3.16,0.0,optimal,147,1,3.7772313226014376,3.7774026339999978
gcnn:baseline,20,small,../data/instances/setcover/test_100r_200c_0.05d_1mc_0se/instance_7/instance_7.lp,294,614,2.4,0.0,optimal,0,0,2.7573635969311,2.9609172069999943
gcnn:baseline,40,small,../data/instances/setcover/test_100r_200c_0.05d_1mc_0se/instance_7/instance_7.lp,285,538,2.38,0.0,optimal,0,0,2.628046420402825,2.8278893609999898
gcnn:baseline,60,small,../data/instances/setcover/test_100r_200c_0.05d_1mc_0se/instance_7/instance_7.lp,253,599,2.21,0.0,optimal,0,0,2.4303262066096067,2.5962849999999946
gcnn:baseline,80,small,../data/instances/setcover/test_100r_200c_0.05d_1mc_0se/instance_7/instance_7.lp,269,575,2.39,0.0,optimal,0,0,2.6842287313193083,2.875037051999982
gcnn:baseline,100,small,../data/instances/setcover/test_100r_200c_0.05d_1mc_0se/instance_7/instance_7.lp,275,554,2.31,0.0,optimal,0,0,2.6375592723488808,2.827396974999999
internal:relpscost,20,small,../data/instances/setcover/test_100r_200c_0.05d_1mc_0se/instance_8/instance_8.lp,559,791,3.32,0.0,optimal,194,0,4.074303162284195,4.0747896910000065
internal:relpscost,40,small,../data/instances/setcover/test_100r_200c_0.05d_1mc_0se/instance_8/instance_8.lp,665,908,3.83,0.0,optimal,192,0,4.642275059595704,4.6426838589999875
internal:relpscost,60,small,../data/instances/setcover/test_100r_200c_0.05d_1mc_0se/instance_8/instance_8.lp,729,989,3.4,0.0,optimal,224,0,4.366124925203621,4.366511961000015
internal:relpscost,80,small,../data/instances/setcover/test_100r_200c_0.05d_1mc_0se/instance_8/instance_8.lp,839,1102,4.08,0.0,optimal,205,0,5.064467726275325,5.064998790000004
internal:relpscost,100,small,../data/instances/setcover/test_100r_200c_0.05d_1mc_0se/instance_8/instance_8.lp,609,840,3.22,0.0,optimal,190,0,4.02050631865859,4.0205110629999865
gcnn:baseline,20,small,../data/instances/setcover/test_100r_200c_0.05d_1mc_0se/instance_8/instance_8.lp,475,816,3.02,0.0,optimal,0,0,3.3673426751047373,3.682580325999993
gcnn:baseline,40,small,../data/instances/setcover/test_100r_200c_0.05d_1mc_0se/instance_8/instance_8.lp,509,865,3.25,0.0,optimal,0,0,3.5705640139058232,3.8821221670000057
gcnn:baseline,60,small,../data/instances/setcover/test_100r_200c_0.05d_1mc_0se/instance_8/instance_8.lp,479,895,3.25,0.0,optimal,0,0,3.5495800618082285,3.8580340670000055
gcnn:baseline,80,small,../data/instances/setcover/test_100r_200c_0.05d_1mc_0se/instance_8/instance_8.lp,493,887,3.27,0.0,optimal,0,0,3.6331395590677857,3.9542589630000293
gcnn:baseline,100,small,../data/instances/setcover/test_100r_200c_0.05d_1mc_0se/instance_8/instance_8.lp,463,778,2.85,0.0,optimal,0,0,3.152392528951168,3.459238330000005
internal:relpscost,20,small,../data/instances/setcover/test_100r_200c_0.05d_1mc_0se/instance_9/instance_9.lp,11,71,1.66,0.0,optimal,26,1,1.9477862874045968,1.9480818309999677
internal:relpscost,40,small,../data/instances/setcover/test_100r_200c_0.05d_1mc_0se/instance_9/instance_9.lp,11,71,1.67,0.0,optimal,26,1,1.916436699219048,1.9165738859999806
internal:relpscost,60,small,../data/instances/setcover/test_100r_200c_0.05d_1mc_0se/instance_9/instance_9.lp,11,74,1.73,0.0,optimal,27,1,1.9948584297671914,1.9951869999999872
internal:relpscost,80,small,../data/instances/setcover/test_100r_200c_0.05d_1mc_0se/instance_9/instance_9.lp,11,70,1.62,0.0,optimal,25,1,1.90244344715029,1.9026475629999595
internal:relpscost,100,small,../data/instances/setcover/test_100r_200c_0.05d_1mc_0se/instance_9/instance_9.lp,11,75,1.79,0.0,optimal,28,1,1.9823604673147202,1.9825753829999826
gcnn:baseline,20,small,../data/instances/setcover/test_100r_200c_0.05d_1mc_0se/instance_9/instance_9.lp,53,150,1.16,0.0,optimal,0,0,1.3090197248384356,1.3435437950000164
gcnn:baseline,40,small,../data/instances/setcover/test_100r_200c_0.05d_1mc_0se/instance_9/instance_9.lp,51,144,1.27,0.0,optimal,0,0,1.4014422465115786,1.4348942009999632
gcnn:baseline,60,small,../data/instances/setcover/test_100r_200c_0.05d_1mc_0se/instance_9/instance_9.lp,51,145,1.19,0.0,optimal,0,0,1.3225699691101909,1.355538503000048
gcnn:baseline,80,small,../data/instances/setcover/test_100r_200c_0.05d_1mc_0se/instance_9/instance_9.lp,51,150,1.2,0.0,optimal,0,0,1.2794384909793735,1.3130035719999569
gcnn:baseline,100,small,../data/instances/setcover/test_100r_200c_0.05d_1mc_0se/instance_9/instance_9.lp,53,148,1.17,0.0,optimal,0,0,1.3431712863966823,1.3777878319999672
internal:relpscost,20,small,../data/instances/setcover/test_100r_200c_0.05d_1mc_0se/instance_10/instance_10.lp,625,850,3.27,0.0,optimal,186,0,4.066401864401996,4.066959207000025
internal:relpscost,40,small,../data/instances/setcover/test_100r_200c_0.05d_1mc_0se/instance_10/instance_10.lp,677,954,3.51,0.0,optimal,242,0,4.3907745983451605,4.3911617699999965
internal:relpscost,60,small,../data/instances/setcover/test_100r_200c_0.05d_1mc_0se/instance_10/instance_10.lp,609,890,3.52,0.0,optimal,247,0,4.318281823769212,4.318724741999972
internal:relpscost,80,small,../data/instances/setcover/test_100r_200c_0.05d_1mc_0se/instance_10/instance_10.lp,615,855,3.47,0.0,optimal,204,0,4.139408036135137,4.1400526950000085
internal:relpscost,100,small,../data/instances/setcover/test_100r_200c_0.05d_1mc_0se/instance_10/instance_10.lp,741,958,3.35,0.0,optimal,182,0,4.200634730048478,4.200525570000025
gcnn:baseline,20,small,../data/instances/setcover/test_100r_200c_0.05d_1mc_0se/instance_10/instance_10.lp,357,652,2.51,0.0,optimal,0,0,2.8360634967684746,3.073094759000014
gcnn:baseline,40,small,../data/instances/setcover/test_100r_200c_0.05d_1mc_0se/instance_10/instance_10.lp,335,651,2.52,0.0,optimal,0,0,2.8948778016492724,3.118204400999957
gcnn:baseline,60,small,../data/instances/setcover/test_100r_200c_0.05d_1mc_0se/instance_10/instance_10.lp,339,586,2.4,0.0,optimal,0,0,2.713304566219449,2.9396636559999934
gcnn:baseline,80,small,../data/instances/setcover/test_100r_200c_0.05d_1mc_0se/instance_10/instance_10.lp,341,587,2.44,0.0,optimal,0,0,2.6874555330723524,2.9118781970000214
gcnn:baseline,100,small,../data/instances/setcover/test_100r_200c_0.05d_1mc_0se/instance_10/instance_10.lp,341,660,2.51,0.0,optimal,0,0,2.8215275099501014,3.047664660999999
internal:relpscost,20,small,../data/instances/setcover/test_100r_200c_0.05d_1mc_0se/instance_11/instance_11.lp,346,537,3.32,0.0,optimal,161,0,3.9401068463921547,3.9418804860000023
internal:relpscost,40,small,../data/instances/setcover/test_100r_200c_0.05d_1mc_0se/instance_11/instance_11.lp,108,225,2.61,0.0,optimal,88,1,3.082832809537649,3.0840787859999637
internal:relpscost,60,small,../data/instances/setcover/test_100r_200c_0.05d_1mc_0se/instance_11/instance_11.lp,302,480,3.23,0.0,optimal,144,0,3.8885040134191513,3.8900248969999893
internal:relpscost,80,small,../data/instances/setcover/test_100r_200c_0.05d_1mc_0se/instance_11/instance_11.lp,270,436,3.17,0.0,optimal,136,0,3.8237928049638867,3.82527018899998
internal:relpscost,100,small,../data/instances/setcover/test_100r_200c_0.05d_1mc_0se/instance_11/instance_11.lp,187,363,3.11,0.0,optimal,147,0,3.7347318017855287,3.736430024000015
gcnn:baseline,20,small,../data/instances/setcover/test_100r_200c_0.05d_1mc_0se/instance_11/instance_11.lp,77,179,1.75,0.0,optimal,0,0,1.9867823831737041,2.0649577890000046
gcnn:baseline,40,small,../data/instances/setcover/test_100r_200c_0.05d_1mc_0se/instance_11/instance_11.lp,90,230,1.67,0.0,optimal,0,0,1.9105071555823088,1.9898860730000365
gcnn:baseline,60,small,../data/instances/setcover/test_100r_200c_0.05d_1mc_0se/instance_11/instance_11.lp,235,447,2.32,0.0,optimal,0,0,2.594892962835729,2.769536742000014
gcnn:baseline,80,small,../data/instances/setcover/test_100r_200c_0.05d_1mc_0se/instance_11/instance_11.lp,215,377,2.29,0.0,optimal,0,0,2.4998106798157096,2.664974032000032
gcnn:baseline,100,small,../data/instances/setcover/test_100r_200c_0.05d_1mc_0se/instance_11/instance_11.lp,165,404,2.04,0.0,optimal,0,0,2.357761829160154,2.499034431000041
internal:relpscost,20,small,../data/instances/setcover/test_100r_200c_0.05d_1mc_0se/instance_12/instance_12.lp,301,529,2.92,0.0,optimal,197,0,3.516142732463777,3.5175227839999934
internal:relpscost,40,small,../data/instances/setcover/test_100r_200c_0.05d_1mc_0se/instance_12/instance_12.lp,317,533,2.89,0.0,optimal,189,0,3.452724657021463,3.4542256529999804
internal:relpscost,60,small,../data/instances/setcover/test_100r_200c_0.05d_1mc_0se/instance_12/instance_12.lp,335,545,2.7,0.0,optimal,182,0,3.316380380652845,3.3176136089999773
internal:relpscost,80,small,../data/instances/setcover/test_100r_200c_0.05d_1mc_0se/instance_12/instance_12.lp,265,478,2.79,0.0,optimal,182,0,3.4069360084831715,3.40852049800003
internal:relpscost,100,small,../data/instances/setcover/test_100r_200c_0.05d_1mc_0se/instance_12/instance_12.lp,379,606,2.88,0.0,optimal,192,0,3.524627821519971,3.526121245000013
gcnn:baseline,20,small,../data/instances/setcover/test_100r_200c_0.05d_1mc_0se/instance_12/instance_12.lp,229,513,2.0,0.0,optimal,0,0,2.227092490531504,2.3784064820000026
gcnn:baseline,40,small,../data/instances/setcover/test_100r_200c_0.05d_1mc_0se/instance_12/instance_12.lp,251,499,1.96,0.0,optimal,0,0,2.1673453617841005,2.334235891999981
gcnn:baseline,60,small,../data/instances/setcover/test_100r_200c_0.05d_1mc_0se/instance_12/instance_12.lp,237,513,1.91,0.0,optimal,0,0,2.1445425674319267,2.3017297439999993
gcnn:baseline,80,small,../data/instances/setcover/test_100r_200c_0.05d_1mc_0se/instance_12/instance_12.lp,255,494,2.04,0.0,optimal,0,0,2.295629764907062,2.463020756999981
gcnn:baseline,100,small,../data/instances/setcover/test_100r_200c_0.05d_1mc_0se/instance_12/instance_12.lp,243,473,2.04,0.0,optimal,0,0,2.3010413786396384,2.444175234999989
internal:relpscost,20,small,../data/instances/setcover/test_100r_200c_0.05d_1mc_0se/instance_13/instance_13.lp,1113,1406,4.43,0.0,optimal,259,0,5.51428702659905,5.516722364999964
internal:relpscost,40,small,../data/instances/setcover/test_100r_200c_0.05d_1mc_0se/instance_13/instance_13.lp,995,1311,4.02,0.0,optimal,245,0,5.051626170054078,5.053654805000008
internal:relpscost,60,small,../data/instances/setcover/test_100r_200c_0.05d_1mc_0se/instance_13/instance_13.lp,1141,1450,4.28,0.0,optimal,251,0,5.42152254935354,5.424121162000006
internal:relpscost,80,small,../data/instances/setcover/test_100r_200c_0.05d_1mc_0se/instance_13/instance_13.lp,1169,1609,4.34,0.0,optimal,236,0,5.515661532059312,5.517536527999994
internal:relpscost,100,small,../data/instances/setcover/test_100r_200c_0.05d_1mc_0se/instance_13/instance_13.lp,1095,1419,4.16,0.0,optimal,247,0,5.2944521410390735,5.296143014999984
gcnn:baseline,20,small,../data/instances/setcover/test_100r_200c_0.05d_1mc_0se/instance_13/instance_13.lp,645,999,3.8,0.0,optimal,0,0,4.163834079168737,4.548625807999997
gcnn:baseline,40,small,../data/instances/setcover/test_100r_200c_0.05d_1mc_0se/instance_13/instance_13.lp,707,1096,4.1,0.0,optimal,0,0,4.315581356175244,4.7831505280000215
gcnn:baseline,60,small,../data/instances/setcover/test_100r_200c_0.05d_1mc_0se/instance_13/instance_13.lp,701,1087,3.95,0.0,optimal,0,0,4.290576665662229,4.755185492999999
gcnn:baseline,80,small,../data/instances/setcover/test_100r_200c_0.05d_1mc_0se/instance_13/instance_13.lp,725,1093,4.14,0.0,optimal,0,0,4.444201172329485,4.929992894999998
gcnn:baseline,100,small,../data/instances/setcover/test_100r_200c_0.05d_1mc_0se/instance_13/instance_13.lp,713,1114,4.07,0.0,optimal,0,0,4.389079866930842,4.861893971000029
internal:relpscost,20,small,../data/instances/setcover/test_100r_200c_0.05d_1mc_0se/instance_14/instance_14.lp,413,632,2.4,0.0,optimal,188,0,3.0666210670024157,3.0678878720000284
internal:relpscost,40,small,../data/instances/setcover/test_100r_200c_0.05d_1mc_0se/instance_14/instance_14.lp,375,630,2.53,0.0,optimal,226,0,3.1527198990806937,3.154098933
internal:relpscost,60,small,../data/instances/setcover/test_100r_200c_0.05d_1mc_0se/instance_14/instance_14.lp,375,565,2.5,0.0,optimal,168,0,3.0809389762580395,3.082192281999994
internal:relpscost,80,small,../data/instances/setcover/test_100r_200c_0.05d_1mc_0se/instance_14/instance_14.lp,385,616,2.51,0.0,optimal,198,0,3.1643290109932423,3.1656550029999835
internal:relpscost,100,small,../data/instances/setcover/test_100r_200c_0.05d_1mc_0se/instance_14/instance_14.lp,395,612,2.45,0.0,optimal,193,0,3.1027935249730945,3.104382624999971
gcnn:baseline,20,small,../data/instances/setcover/test_100r_200c_0.05d_1mc_0se/instance_14/instance_14.lp,253,502,1.92,0.0,optimal,0,0,2.130271810106933,2.298135973000001
gcnn:baseline,40,small,../data/instances/setcover/test_100r_200c_0.05d_1mc_0se/instance_14/instance_14.lp,259,498,2.04,0.0,optimal,0,0,2.2394654098898172,2.4117896889999884
gcnn:baseline,60,small,../data/instances/setcover/test_100r_200c_0.05d_1mc_0se/instance_14/instance_14.lp,247,420,1.8,0.0,optimal,0,0,2.0189038263633847,2.180713983999965
gcnn:baseline,80,small,../data/instances/setcover/test_100r_200c_0.05d_1mc_0se/instance_14/instance_14.lp,253,524,2.08,0.0,optimal,0,0,2.2770570321008563,2.4459427799999958
gcnn:baseline,100,small,../data/instances/setcover/test_100r_200c_0.05d_1mc_0se/instance_14/instance_14.lp,255,468,1.91,0.0,optimal,0,0,2.0900220554322004,2.2588997999999947
internal:relpscost,20,small,../data/instances/setcover/test_100r_200c_0.05d_1mc_0se/instance_15/instance_15.lp,9,61,1.42,0.0,optimal,20,1,1.5836701225489378,1.5843227760000218
internal:relpscost,40,small,../data/instances/setcover/test_100r_200c_0.05d_1mc_0se/instance_15/instance_15.lp,9,54,1.29,0.0,optimal,21,1,1.4499152479693294,1.4505529999999567
internal:relpscost,60,small,../data/instances/setcover/test_100r_200c_0.05d_1mc_0se/instance_15/instance_15.lp,11,65,1.37,0.0,optimal,30,1,1.618001138791442,1.6186204279999856
internal:relpscost,80,small,../data/instances/setcover/test_100r_200c_0.05d_1mc_0se/instance_15/instance_15.lp,9,70,1.44,0.0,optimal,29,1,1.6695808563381433,1.6702772630000027
internal:relpscost,100,small,../data/instances/setcover/test_100r_200c_0.05d_1mc_0se/instance_15/instance_15.lp,13,72,1.36,0.0,optimal,33,1,1.6146590067073703,1.6154401230000417
gcnn:baseline,20,small,../data/instances/setcover/test_100r_200c_0.05d_1mc_0se/instance_15/instance_15.lp,47,149,1.07,0.0,optimal,0,0,1.1633544145151973,1.195900344999984
gcnn:baseline,40,small,../data/instances/setcover/test_100r_200c_0.05d_1mc_0se/instance_15/instance_15.lp,43,162,1.03,0.0,optimal,0,0,1.1491501247510314,1.1779318590000116
gcnn:baseline,60,small,../data/instances/setcover/test_100r_200c_0.05d_1mc_0se/instance_15/instance_15.lp,43,163,0.94,0.0,optimal,0,0,1.040282136760652,1.06970579700004
gcnn:baseline,80,small,../data/instances/setcover/test_100r_200c_0.05d_1mc_0se/instance_15/instance_15.lp,47,128,1.03,0.0,optimal,0,0,1.1541149374097586,1.1857110310000394
