policy,seed,type,instance,nnodes,nlps,stime,finalgap,50_gap,100_gap,200_gap,status,ndomchgs,ncutoffs,walltime,proctime
gcnn:baseline,100,small,data/instances/facilities/test_100_100_5/instance_29.lp,761,922,76.05,0.0,0.003832427953983652,0.0035857751160679146,0.0034894795945468026,optimal,0,0,77.3827187847346,78.8192845070007
gcnn:baseline,20,small,data/instances/facilities/test_100_100_5/instance_30.lp,611,796,65.96,0.0,0.004787560549037834,0.004596327532184181,0.003490865919012777,optimal,0,0,66.7992883194238,68.10360777400092
gcnn:baseline,40,small,data/instances/facilities/test_100_100_5/instance_30.lp,592,774,63.59,0.0,0.004679103654194614,0.00439190282222753,0.0031867304668978325,optimal,0,0,64.44936006143689,65.7371854590001
gcnn:baseline,60,small,data/instances/facilities/test_100_100_5/instance_30.lp,619,826,81.45,0.0,0.004540817465878777,0.004504941767300907,0.0037119398760187363,optimal,0,0,82.59762087464333,83.76532157199836
gcnn:baseline,80,small,data/instances/facilities/test_100_100_5/instance_30.lp,561,695,54.82,0.0,0.004484146176784022,0.004484146176784022,0.004464377950134131,optimal,0,0,55.52614071778953,56.62492426400058
gcnn:baseline,100,small,data/instances/facilities/test_100_100_5/instance_30.lp,629,834,78.72,0.0,0.003958378720950419,0.0037320564574138803,0.0036651334893044356,optimal,0,0,79.85320245847106,81.01351303500087
gcnn:baseline,20,small,data/instances/facilities/test_100_100_5/instance_31.lp,49,157,15.0,0.0,0,0,0,optimal,0,0,14.64914564602077,15.482368966999275
gcnn:baseline,40,small,data/instances/facilities/test_100_100_5/instance_31.lp,59,169,16.26,0.0,0.00021897686549266637,0,0,optimal,0,0,15.88506387360394,16.72171026000069
gcnn:baseline,60,small,data/instances/facilities/test_100_100_5/instance_31.lp,85,189,15.51,0.0,0.001350559227711673,0,0,optimal,0,0,15.116181891411543,15.967541026999243
gcnn:baseline,80,small,data/instances/facilities/test_100_100_5/instance_31.lp,35,164,18.33,0.0,0,0,0,optimal,0,0,18.0270559694618,18.859645976001048
gcnn:baseline,100,small,data/instances/facilities/test_100_100_5/instance_31.lp,68,192,19.18,0.0,0.0011954696235090346,0,0,optimal,0,0,18.82161241210997,19.677199359999577
gcnn:baseline,20,small,data/instances/facilities/test_100_100_5/instance_32.lp,471,582,44.32,0.0,0.0036894457407373243,0.00348956645465352,0.002539268644866887,optimal,0,0,44.595235550776124,45.8136605159998
gcnn:baseline,40,small,data/instances/facilities/test_100_100_5/instance_32.lp,573,768,57.48,0.0,0.0040684961367621975,0.002947696028334651,0.002442896066025328,optimal,0,0,58.06749985180795,59.36808284499966
gcnn:baseline,60,small,data/instances/facilities/test_100_100_5/instance_32.lp,628,774,65.61,0.0,0.0064228623644947865,0.0064228623644947865,0.004904681485326213,optimal,0,0,66.4465907253325,67.92058622900004
gcnn:baseline,80,small,data/instances/facilities/test_100_100_5/instance_32.lp,441,558,47.74,0.0,0.0041160814491904285,0.003231067079030453,0.002446047296668748,optimal,0,0,48.02030290476978,49.222390711000116
gcnn:baseline,100,small,data/instances/facilities/test_100_100_5/instance_32.lp,534,754,61.52,0.0,0.0035033576239084214,0.0035033576239084214,0.003023569723995658,optimal,0,0,62.496914299204946,63.61922195199986
gcnn:baseline,20,small,data/instances/facilities/test_100_100_5/instance_33.lp,89,207,18.2,0.0,0.0013267954669163961,0,0,optimal,0,0,17.916727755218744,18.7689205580009
gcnn:baseline,40,small,data/instances/facilities/test_100_100_5/instance_33.lp,105,254,22.8,0.0,0.0014794009233467394,0,0,optimal,0,0,22.54669089987874,23.41039634399931
gcnn:baseline,60,small,data/instances/facilities/test_100_100_5/instance_33.lp,67,185,17.28,0.0,0.0014291373888138054,0,0,optimal,0,0,16.923873109743,17.764744227000847
gcnn:baseline,80,small,data/instances/facilities/test_100_100_5/instance_33.lp,107,240,19.79,0.0,0.0014707519324757524,0.0008082413845909391,0,optimal,0,0,19.52157074585557,20.385834812999747
gcnn:baseline,100,small,data/instances/facilities/test_100_100_5/instance_33.lp,127,252,21.23,0.0,0.0016035982121731407,0.0008559478642667205,0,optimal,0,0,21.031464342027903,21.904981871000928
gcnn:baseline,20,small,data/instances/facilities/test_100_100_5/instance_34.lp,65,174,14.09,0.0,0.00011191616423157898,0,0,optimal,0,0,13.718649350106716,14.562145357998816
gcnn:baseline,40,small,data/instances/facilities/test_100_100_5/instance_34.lp,55,172,14.2,0.0,0,0,0,optimal,0,0,13.833306537941098,14.66699842900016
gcnn:baseline,60,small,data/instances/facilities/test_100_100_5/instance_34.lp,43,155,12.34,0.0,0,0,0,optimal,0,0,11.921670930460095,12.748653747999924
gcnn:baseline,80,small,data/instances/facilities/test_100_100_5/instance_34.lp,61,172,14.06,0.0,0.0010952396751167572,0,0,optimal,0,0,13.79278402402997,14.628864194000926
gcnn:baseline,100,small,data/instances/facilities/test_100_100_5/instance_34.lp,73,185,14.98,0.0,0.000864072458251365,0,0,optimal,0,0,14.61205404624343,15.455493315999774
gcnn:baseline,20,small,data/instances/facilities/test_100_100_5/instance_35.lp,109,287,22.33,0.0,0.0013067731938966988,0,0,optimal,0,0,22.271501399576664,23.13705334900078
gcnn:baseline,40,small,data/instances/facilities/test_100_100_5/instance_35.lp,177,419,36.8,0.0,0.004515022233125662,0.0037551783730238168,0,optimal,0,0,37.18550421483815,38.123510527999315
gcnn:baseline,60,small,data/instances/facilities/test_100_100_5/instance_35.lp,123,291,22.36,0.0,0.0020584206187872645,0.0013067731938966988,0,optimal,0,0,22.26618479192257,23.13736532999974
gcnn:baseline,80,small,data/instances/facilities/test_100_100_5/instance_35.lp,117,260,24.64,0.0,0.0017825413721316965,0.0014326407283724533,0,optimal,0,0,24.786108251661062,25.65476927599957
gcnn:baseline,100,small,data/instances/facilities/test_100_100_5/instance_35.lp,103,281,24.76,0.0,0.0013127346780320637,0,0,optimal,0,0,24.721392234787345,25.583513708999817
gcnn:baseline,20,small,data/instances/facilities/test_100_100_5/instance_36.lp,365,556,38.94,0.0,0.0021549163530268185,0.0020964412495826745,0.0014943797999929333,optimal,0,0,39.27195448242128,40.27232949900099
gcnn:baseline,40,small,data/instances/facilities/test_100_100_5/instance_36.lp,601,824,67.51,0.0,0.003744517686904079,0.0034459498403026393,0.0028746858840499366,optimal,0,0,68.23684276640415,69.54536239499976
gcnn:baseline,60,small,data/instances/facilities/test_100_100_5/instance_36.lp,637,915,72.67,0.0,0.0036180366266763825,0.0034337778169708107,0.0025267131979107896,optimal,0,0,73.27225052937865,74.58374339399961
gcnn:baseline,80,small,data/instances/facilities/test_100_100_5/instance_36.lp,465,654,52.49,0.0,0.0032929631939404265,0.0025756400786297847,0.0023770314063536586,optimal,0,0,52.812698567286134,53.96875880399966
gcnn:baseline,100,small,data/instances/facilities/test_100_100_5/instance_36.lp,573,808,63.29,0.0,0.0036843924473883133,0.0027434636895653387,0.0024698971789393013,optimal,0,0,63.90269303880632,65.23983187699923
gcnn:baseline,20,small,data/instances/facilities/test_100_100_5/instance_37.lp,97,274,31.06,0.0,0.002018046511241562,0,0,optimal,0,0,31.112451620399952,32.01150035499995
gcnn:baseline,40,small,data/instances/facilities/test_100_100_5/instance_37.lp,79,267,26.64,0.0,0.0032107333050985466,0,0,optimal,0,0,26.697464095428586,27.597875616998863
gcnn:baseline,60,small,data/instances/facilities/test_100_100_5/instance_37.lp,131,329,30.64,0.0,0.007009064548607932,0.0013637093425375002,0,optimal,0,0,30.669265454635024,31.6042911250006
gcnn:baseline,80,small,data/instances/facilities/test_100_100_5/instance_37.lp,83,234,29.21,0.0,0.0008166797076146266,0,0,optimal,0,0,29.360254568979144,30.24583313199946
gcnn:baseline,100,small,data/instances/facilities/test_100_100_5/instance_37.lp,103,279,33.28,0.0,0.0015433328363698413,0,0,optimal,0,0,33.40133423358202,34.309568939999735
gcnn:baseline,20,small,data/instances/facilities/test_100_100_5/instance_38.lp,741,1005,79.7,0.0,0.004281155355842892,0.003675649783514856,0.0028322625142400935,optimal,0,0,80.47063777968287,81.88972065899907
gcnn:baseline,40,small,data/instances/facilities/test_100_100_5/instance_38.lp,663,912,62.22,0.0,0.0035160624215671518,0.003200981090317263,0.0027108168287631254,optimal,0,0,62.66209077462554,64.01754670700029
gcnn:baseline,60,small,data/instances/facilities/test_100_100_5/instance_38.lp,681,890,60.22,0.0,0.004019157555691194,0.0034658016507449207,0.00274369766709086,optimal,0,0,60.885618939995766,62.2468523760017
gcnn:baseline,80,small,data/instances/facilities/test_100_100_5/instance_38.lp,713,955,64.48,0.0,0.003565578191948863,0.0035097151196450526,0.0028895666436425564,optimal,0,0,64.99100964516401,66.36902483799895
gcnn:baseline,100,small,data/instances/facilities/test_100_100_5/instance_38.lp,638,859,63.36,0.0,0.0034960473022166002,0.003387167189044562,0.002362790492437753,optimal,0,0,63.76519508101046,65.08950190999894
gcnn:baseline,20,small,data/instances/facilities/test_100_100_5/instance_39.lp,521,770,53.46,0.0,0.005343291399820688,0.0036980385572296624,0.0033937074219522593,optimal,0,0,53.890581138432026,55.12433381499977
gcnn:baseline,40,small,data/instances/facilities/test_100_100_5/instance_39.lp,617,876,79.3,0.0,0.0059724124501506866,0.005529074360954305,0.0049171063858077,optimal,0,0,80.37574814073741,81.73236861200166
gcnn:baseline,60,small,data/instances/facilities/test_100_100_5/instance_39.lp,393,590,46.79,0.0,0.004449236664680987,0.004449236664680987,0.002804719784228775,optimal,0,0,47.052365720272064,48.18998157900023
gcnn:baseline,80,small,data/instances/facilities/test_100_100_5/instance_39.lp,529,786,67.09,0.0,0.005611786986920707,0.005611786986920707,0.00552296313212637,optimal,0,0,67.5178718175739,68.82571798200115
gcnn:baseline,100,small,data/instances/facilities/test_100_100_5/instance_39.lp,550,875,65.32,0.0,0.00534936516414841,0.00526040332738053,0.00499492671546522,optimal,0,0,65.97178211249411,67.25874047499929
gcnn:baseline,20,small,data/instances/facilities/test_100_100_5/instance_40.lp,864,1113,66.22,0.0,0.0039981030910052045,0.0039981030910052045,0.0037390371824135636,optimal,0,0,66.72711185179651,68.23010458499994
gcnn:baseline,40,small,data/instances/facilities/test_100_100_5/instance_40.lp,801,1192,64.26,0.0,0.003925897454791644,0.0038140342540098067,0.0032203652705473933,optimal,0,0,64.85715648345649,66.33924134299923
gcnn:baseline,60,small,data/instances/facilities/test_100_100_5/instance_40.lp,935,1259,65.17,0.0,0.0042816906722979815,0.0042816906722979815,0.004074371804921201,optimal,0,0,65.79027835279703,67.39830421200168
gcnn:baseline,80,small,data/instances/facilities/test_100_100_5/instance_40.lp,906,1225,68.7,0.0,0.0037626963642763763,0.0037626963642763763,0.0037450625011341,optimal,0,0,69.3186711575836,70.90382057199895
gcnn:baseline,100,small,data/instances/facilities/test_100_100_5/instance_40.lp,758,1066,59.84,0.0,0.00492069895476532,0.00492069895476532,0.002583364737144273,optimal,0,0,60.530452914536,61.963742751999234
gcnn:baseline,20,small,data/instances/facilities/test_100_100_5/instance_41.lp,249,423,38.11,0.0,0.002333155138670327,0.002308346032438977,0.001510792323002685,optimal,0,0,38.25949042849243,39.30714770100167
gcnn:baseline,40,small,data/instances/facilities/test_100_100_5/instance_41.lp,271,463,45.99,0.0,0.003067744515277259,0.002688829829907753,0.0018764681066358428,optimal,0,0,46.56811907328665,47.60781957200015
gcnn:baseline,60,small,data/instances/facilities/test_100_100_5/instance_41.lp,265,459,43.01,0.0,0.003111918811668801,0.0025533976881703863,0.002149956248405802,optimal,0,0,43.51814689859748,44.550325587999396
gcnn:baseline,80,small,data/instances/facilities/test_100_100_5/instance_41.lp,251,415,47.46,0.0,0.0026267782798554246,0.0025462669088613184,0.0022764982280431318,optimal,0,0,47.89285742118955,48.91862438499811
gcnn:baseline,100,small,data/instances/facilities/test_100_100_5/instance_41.lp,255,427,41.0,0.0,0.002647180932075787,0.0024938114571048495,0.0020286204349288005,optimal,0,0,41.48860182799399,42.53472804299963
gcnn:baseline,20,small,data/instances/facilities/test_100_100_5/instance_42.lp,109,244,18.89,0.0,0.0023588179114937637,0,0,optimal,0,0,18.5359201785177,19.42805752899949
gcnn:baseline,40,small,data/instances/facilities/test_100_100_5/instance_42.lp,91,231,18.47,0.0,0.0009532289453636574,0,0,optimal,0,0,18.148647056892514,19.029049714001303
gcnn:baseline,60,small,data/instances/facilities/test_100_100_5/instance_42.lp,93,242,20.07,0.0,0.0015063200547590285,0,0,optimal,0,0,19.810370415449142,20.690349902997696
gcnn:baseline,80,small,data/instances/facilities/test_100_100_5/instance_42.lp,71,200,16.14,0.0,0.0016568578175777727,0,0,optimal,0,0,15.894143402576447,16.759730464000313
gcnn:baseline,100,small,data/instances/facilities/test_100_100_5/instance_42.lp,81,201,15.55,0.0,0.0017470392694952667,0,0,optimal,0,0,15.100237477570772,15.966420821998327
gcnn:baseline,20,small,data/instances/facilities/test_100_100_5/instance_43.lp,285,464,25.33,0.0,0.0036053456582797855,0.0032194816844318234,0.0013077078353580982,optimal,0,0,25.231019062921405,26.25353291600186
gcnn:baseline,40,small,data/instances/facilities/test_100_100_5/instance_43.lp,325,510,32.25,0.0,0.003721252891987228,0.0025122220894189,0.0014466769305719507,optimal,0,0,32.294599233195186,33.352859301001445
gcnn:baseline,60,small,data/instances/facilities/test_100_100_5/instance_43.lp,307,469,30.35,0.0,0.0031399956690174573,0.0023222925217506185,0.0017216339419978092,optimal,0,0,30.451590854674578,31.498407963998034
gcnn:baseline,80,small,data/instances/facilities/test_100_100_5/instance_43.lp,319,516,32.63,0.0,0.002831672708087576,0.0024108293101112585,0.001577960214900243,optimal,0,0,32.899671234190464,33.865975049000554
gcnn:baseline,100,small,data/instances/facilities/test_100_100_5/instance_43.lp,299,469,28.04,0.0,0.003355415282032704,0.002905716672722752,0.002114279988222717,optimal,0,0,28.085592690855265,29.06401637700037
gcnn:baseline,20,small,data/instances/facilities/test_100_100_5/instance_44.lp,271,375,27.52,0.0,0.0031836729029265454,0.0031306426064736247,0.001827518191294058,optimal,0,0,27.613869378343225,28.60771944800217
gcnn:baseline,40,small,data/instances/facilities/test_100_100_5/instance_44.lp,233,322,26.76,0.0,0.003046052641747649,0.0027435742891267004,0.00038665703844629546,optimal,0,0,26.619615675881505,27.586399780000647
gcnn:baseline,60,small,data/instances/facilities/test_100_100_5/instance_44.lp,251,362,30.15,0.0,0.003172168977016243,0.003172168977016243,0.0014678749557991587,optimal,0,0,30.28814354725182,31.269882050000888
gcnn:baseline,80,small,data/instances/facilities/test_100_100_5/instance_44.lp,261,360,27.27,0.0,0.003948914073229696,0.0034156636097757865,0.0022800657546757316,optimal,0,0,27.34547419473529,28.333117735997803
gcnn:baseline,100,small,data/instances/facilities/test_100_100_5/instance_44.lp,257,332,24.47,0.0,0.0035811011726879956,0.0035811011726879956,0.001133505517499482,optimal,0,0,24.41816234588623,25.401659314997232
gcnn:baseline,20,small,data/instances/facilities/test_100_100_5/instance_45.lp,71,213,24.51,0.0,0.0003638171260166809,0,0,optimal,0,0,24.298420190811157,25.15525806000005
gcnn:baseline,40,small,data/instances/facilities/test_100_100_5/instance_45.lp,45,159,23.66,0.0,0,0,0,optimal,0,0,23.666464449837804,24.50644971300062
gcnn:baseline,60,small,data/instances/facilities/test_100_100_5/instance_45.lp,67,202,25.45,0.0,0.00045017834482490254,0,0,optimal,0,0,25.437565438449383,26.301333117000468
gcnn:baseline,80,small,data/instances/facilities/test_100_100_5/instance_45.lp,61,171,21.62,0.0,0.0006147695546484388,0,0,optimal,0,0,21.368088722229004,22.226437875000556
gcnn:baseline,100,small,data/instances/facilities/test_100_100_5/instance_45.lp,59,178,26.1,0.0,0.0004963208705556396,0,0,optimal,0,0,26.035971941426396,26.895727366001665
gcnn:baseline,20,small,data/instances/facilities/test_100_100_5/instance_46.lp,43,159,15.7,0.0,0,0,0,optimal,0,0,15.331646881997585,16.171797904000414
gcnn:baseline,40,small,data/instances/facilities/test_100_100_5/instance_46.lp,23,83,12.99,0.0,0,0,0,optimal,0,0,12.621409283950925,13.443596673001593
gcnn:baseline,60,small,data/instances/facilities/test_100_100_5/instance_46.lp,31,84,12.77,0.0,0,0,0,optimal,0,0,12.348019732162356,13.176087599000311
gcnn:baseline,80,small,data/instances/facilities/test_100_100_5/instance_46.lp,27,138,15.03,0.0,0,0,0,optimal,0,0,14.701187247410417,15.527853774001414
gcnn:baseline,100,small,data/instances/facilities/test_100_100_5/instance_46.lp,33,113,14.39,0.0,0,0,0,optimal,0,0,14.091850083321333,14.923244995999994
gcnn:baseline,20,small,data/instances/facilities/test_100_100_5/instance_47.lp,67,183,14.19,0.0,0.0003738007860966852,0,0,optimal,0,0,13.737931333482265,14.59453745800056
gcnn:baseline,40,small,data/instances/facilities/test_100_100_5/instance_47.lp,59,180,16.64,0.0,0,0,0,optimal,0,0,16.273340931162238,17.13220646099944
gcnn:baseline,60,small,data/instances/facilities/test_100_100_5/instance_47.lp,63,179,14.58,0.0,0.00024068786529773213,0,0,optimal,0,0,14.177523154765368,15.031355598999653
gcnn:baseline,80,small,data/instances/facilities/test_100_100_5/instance_47.lp,65,173,20.39,0.0,0.000714669056607846,0,0,optimal,0,0,20.16159153357148,21.022194077999302
gcnn:baseline,100,small,data/instances/facilities/test_100_100_5/instance_47.lp,63,203,18.3,0.0,0.0003071174022846276,0,0,optimal,0,0,17.977163838222623,18.834578073998273
gcnn:baseline,20,small,data/instances/facilities/test_100_100_5/instance_48.lp,123,263,29.55,0.0,0.0018072721767639188,0.0014784367415208155,0,optimal,0,0,29.403754379600286,30.315589947000262
gcnn:baseline,40,small,data/instances/facilities/test_100_100_5/instance_48.lp,149,284,30.97,0.0,0.0021752466154343992,0.0017576833581019885,0,optimal,0,0,30.90847954340279,31.840677633001178
gcnn:baseline,60,small,data/instances/facilities/test_100_100_5/instance_48.lp,127,265,30.8,0.0,0.0024434185892047867,0.0018204808784164266,0,optimal,0,0,30.740532781928778,31.656816086000617
gcnn:baseline,80,small,data/instances/facilities/test_100_100_5/instance_48.lp,133,266,33.46,0.0,0.003498353581638846,0.001739925041773238,0,optimal,0,0,33.44475874491036,34.36714040999868
gcnn:baseline,100,small,data/instances/facilities/test_100_100_5/instance_48.lp,127,265,35.89,0.0,0.0021161054407292045,0.0012597500035722055,0,optimal,0,0,35.99545237235725,36.889896584998496
gcnn:baseline,20,small,data/instances/facilities/test_100_100_5/instance_49.lp,258,427,37.29,0.0,0.0018173929252096367,0.001399818844889358,0.0008280083371251007,optimal,0,0,37.86928332224488,38.86741703499865
gcnn:baseline,40,small,data/instances/facilities/test_100_100_5/instance_49.lp,273,459,37.55,0.0,0.0018550780822854155,0.0018550780822854155,0.0009492218273198516,optimal,0,0,37.96918345242739,39.006503370001155
gcnn:baseline,60,small,data/instances/facilities/test_100_100_5/instance_49.lp,316,492,45.97,0.0,0.0018993763582235293,0.0013665578909690676,0.000994572326951901,optimal,0,0,46.522356742993,47.62157966000086
gcnn:baseline,80,small,data/instances/facilities/test_100_100_5/instance_49.lp,275,414,31.22,0.0,0.0024119751256670807,0.0024119751256670807,0.0012723630121344994,optimal,0,0,31.693368323147297,32.75532417300201
gcnn:baseline,100,small,data/instances/facilities/test_100_100_5/instance_49.lp,285,459,38.11,0.0,0.002166051650417692,0.0020808503011977334,0.0009301174907229996,optimal,0,0,38.50201637670398,39.54946600800031
gcnn:baseline,20,small,data/instances/facilities/test_100_100_5/instance_50.lp,1189,1466,124.32,0.0,0.0052588096754248295,0.005235301800034838,0.005148185934089573,optimal,0,0,125.62905677966774,127.75131377199796
gcnn:baseline,40,small,data/instances/facilities/test_100_100_5/instance_50.lp,829,1088,90.23,0.0,0.005335940466119656,0.005335940466119656,0.004670285982127641,optimal,0,0,91.35506356880069,92.91829326700099
gcnn:baseline,60,small,data/instances/facilities/test_100_100_5/instance_50.lp,969,1244,112.14,0.0,0.006292027319135257,0.006292027319135257,0.004582799546303987,optimal,0,0,114.24907331727445,115.99814274100208
gcnn:baseline,80,small,data/instances/facilities/test_100_100_5/instance_50.lp,1119,1324,107.08,0.0,0.004169380755368871,0.003867865653101254,0.003574726106734476,optimal,0,0,108.51428264938295,110.23526671500076
gcnn:baseline,100,small,data/instances/facilities/test_100_100_5/instance_50.lp,1056,1382,104.66,0.0,0.005443822119749791,0.005443822119749791,0.005380060597262367,optimal,0,0,106.22871579043567,108.06814948600004
gcnn:baseline,20,small,data/instances/facilities/test_100_100_5/instance_51.lp,235,425,25.39,0.0,0.002336627674492891,0.001823573138142765,0.0007648433496191938,optimal,0,0,25.45755952782929,26.468412065998564
gcnn:baseline,40,small,data/instances/facilities/test_100_100_5/instance_51.lp,165,334,21.22,0.0,0.00193919628567018,0.0011568340451762777,0,optimal,0,0,21.111380603164434,22.060286296000413
gcnn:baseline,60,small,data/instances/facilities/test_100_100_5/instance_51.lp,297,495,27.13,0.0,0.0022150755116930984,0.0019718838881570945,0.0009602526977300745,optimal,0,0,27.155999470502138,28.22008287599965
gcnn:baseline,80,small,data/instances/facilities/test_100_100_5/instance_51.lp,215,374,24.14,0.0,0.001973972991434763,0.0017499198096422213,0,optimal,0,0,24.18058778718114,25.161460835999605
gcnn:baseline,100,small,data/instances/facilities/test_100_100_5/instance_51.lp,145,305,19.91,0.0,0.001911457101877496,0.001652774176057817,0,optimal,0,0,19.808318745344877,20.727264024997567
gcnn:baseline,20,small,data/instances/facilities/test_100_100_5/instance_52.lp,92,258,25.34,0.0,0.0020410689347034484,0,0,optimal,0,0,25.271636620163918,26.165238657998998
gcnn:baseline,40,small,data/instances/facilities/test_100_100_5/instance_52.lp,115,246,19.49,0.0,0.0015617805008254556,0.0008212143930495766,0,optimal,0,0,19.32323720306158,20.20999598799972
gcnn:baseline,60,small,data/instances/facilities/test_100_100_5/instance_52.lp,119,247,19.63,0.0,0.002543260616429384,0.001172711990697075,0,optimal,0,0,19.323513524606824,20.190124316002766
gcnn:baseline,80,small,data/instances/facilities/test_100_100_5/instance_52.lp,90,209,18.68,0.0,0.0017559633639985604,0,0,optimal,0,0,18.490109018981457,19.342702561003534
gcnn:baseline,100,small,data/instances/facilities/test_100_100_5/instance_52.lp,89,214,16.1,0.0,0.0019015404660999479,0,0,optimal,0,0,15.803886320441961,16.654549807000876
gcnn:baseline,20,small,data/instances/facilities/test_100_100_5/instance_53.lp,247,434,41.79,0.0,0.004844305558439977,0.003997997510921937,0.003927761171705076,optimal,0,0,42.11894075013697,43.10690866599907
gcnn:baseline,40,small,data/instances/facilities/test_100_100_5/instance_53.lp,59,234,26.21,0.0,0.0002751434375749158,0,0,optimal,0,0,26.141577506437898,26.985064099000738
gcnn:baseline,60,small,data/instances/facilities/test_100_100_5/instance_53.lp,43,200,19.87,0.0,0,0,0,optimal,0,0,19.663572657853365,20.492917120001948
gcnn:baseline,80,small,data/instances/facilities/test_100_100_5/instance_53.lp,84,273,26.1,0.0,0.0012657201887569716,0,0,optimal,0,0,26.119643844664097,26.98546673900273
gcnn:baseline,100,small,data/instances/facilities/test_100_100_5/instance_53.lp,92,265,28.2,0.0,0.004533502435833946,0,0,optimal,0,0,28.30851235240698,29.185239968999667
gcnn:baseline,20,small,data/instances/facilities/test_100_100_5/instance_54.lp,127,235,21.23,0.0,0.002396078257492429,0.0016243499008042187,0,optimal,0,0,21.18592076562345,22.060103637002612
gcnn:baseline,40,small,data/instances/facilities/test_100_100_5/instance_54.lp,109,229,19.8,0.0,0.0017354000664990062,0.0008620072386423664,0,optimal,0,0,19.73216488957405,20.595835613003146
gcnn:baseline,60,small,data/instances/facilities/test_100_100_5/instance_54.lp,143,243,20.93,0.0,0.002238300184344142,0.0017069245078236333,0,optimal,0,0,20.766870634630322,21.647870949000207
gcnn:baseline,80,small,data/instances/facilities/test_100_100_5/instance_54.lp,121,186,18.29,0.0,0.0026684955560566602,0.0016878012552959379,0,optimal,0,0,18.094673490151763,18.962817666000774
gcnn:baseline,100,small,data/instances/facilities/test_100_100_5/instance_54.lp,133,226,19.01,0.0,0.0026684955560566602,0.001335115006095199,0,optimal,0,0,18.95384835638106,19.828780907999317
gcnn:baseline,20,small,data/instances/facilities/test_100_100_5/instance_55.lp,31,94,12.11,0.0,0,0,0,optimal,0,0,11.698038425296545,12.517436220998206
gcnn:baseline,40,small,data/instances/facilities/test_100_100_5/instance_55.lp,29,147,15.45,0.0,0,0,0,optimal,0,0,15.161763194948435,15.982173318996502
gcnn:baseline,60,small,data/instances/facilities/test_100_100_5/instance_55.lp,25,74,10.14,0.0,0,0,0,optimal,0,0,9.668234035372734,10.482764661999681
gcnn:baseline,80,small,data/instances/facilities/test_100_100_5/instance_55.lp,23,130,16.64,0.0,0,0,0,optimal,0,0,16.33179796487093,17.153247026999452
gcnn:baseline,100,small,data/instances/facilities/test_100_100_5/instance_55.lp,39,159,17.49,0.0,0,0,0,optimal,0,0,17.237834323197603,18.065129917999002
gcnn:baseline,20,small,data/instances/facilities/test_100_100_5/instance_56.lp,427,576,45.69,0.0,0.004061889003570935,0.003773362447351161,0.00326416844409842,optimal,0,0,46.09289666265249,47.126885186000436
gcnn:baseline,40,small,data/instances/facilities/test_100_100_5/instance_56.lp,473,701,58.52,0.0,0.003908844117437846,0.0036648619865558823,0.003189950547150745,optimal,0,0,59.358030546456575,60.42006234699875
gcnn:baseline,60,small,data/instances/facilities/test_100_100_5/instance_56.lp,639,867,71.2,0.0,0.004793121024025432,0.0038045768779227536,0.0037182977889555413,optimal,0,0,72.23017337545753,73.5114464090002
gcnn:baseline,80,small,data/instances/facilities/test_100_100_5/instance_56.lp,427,609,51.89,0.0,0.0043298430665233666,0.0043298430665233666,0.004046656644366968,optimal,0,0,52.57403340563178,53.600975765999465
gcnn:baseline,100,small,data/instances/facilities/test_100_100_5/instance_56.lp,325,507,52.09,0.0,0.004392044323226594,0.003956000802140157,0.001766356767359258,optimal,0,0,52.6681914255023,53.740691954000795
gcnn:baseline,20,small,data/instances/facilities/test_100_100_5/instance_57.lp,40,157,11.2,0.0,0,0,0,optimal,0,0,10.79807965643704,11.633359440998902
gcnn:baseline,40,small,data/instances/facilities/test_100_100_5/instance_57.lp,42,158,12.03,0.0,0,0,0,optimal,0,0,11.621634932234883,12.459359555999981
gcnn:baseline,60,small,data/instances/facilities/test_100_100_5/instance_57.lp,41,155,10.51,0.0,0,0,0,optimal,0,0,10.086144944652915,10.924158929999976
gcnn:baseline,80,small,data/instances/facilities/test_100_100_5/instance_57.lp,42,179,12.5,0.0,0,0,0,optimal,0,0,12.11270328052342,12.950694891002058
gcnn:baseline,100,small,data/instances/facilities/test_100_100_5/instance_57.lp,45,199,13.47,0.0,0,0,0,optimal,0,0,13.088040128350258,13.92775341000015
gcnn:baseline,20,small,data/instances/facilities/test_100_100_5/instance_58.lp,720,902,109.17,0.0,0.006654124639653566,0.006442507816329657,0.005981332950828531,optimal,0,0,110.44592337310314,111.94819808200191
gcnn:baseline,40,small,data/instances/facilities/test_100_100_5/instance_58.lp,514,693,93.23,0.0,0.0064140983324730005,0.0060441793582621615,0.005910899865288559,optimal,0,0,94.57397453859448,95.89749785200183
gcnn:baseline,60,small,data/instances/facilities/test_100_100_5/instance_58.lp,657,1004,160.01,0.0,0.01219584741408682,0.011874394675337942,0.01014328356704795,optimal,0,0,162.3070814050734,163.72771220799768
gcnn:baseline,80,small,data/instances/facilities/test_100_100_5/instance_58.lp,756,1166,174.74,0.0,0.011408476943688238,0.010038104983603805,0.009409232323633044,optimal,0,0,178.01686616800725,179.4986326040016
gcnn:baseline,100,small,data/instances/facilities/test_100_100_5/instance_58.lp,480,827,123.36,0.0,0.010792337656641046,0.010050082617503227,0.00966673966893047,optimal,0,0,125.49316195584834,126.70300089099692
gcnn:baseline,20,small,data/instances/facilities/test_100_100_5/instance_59.lp,307,490,38.82,0.0,0.0017791892479739324,0.001477796937149662,0.0013762249966271357,optimal,0,0,39.06439172849059,40.10796168100205
