policy,seed,type,instance,nnodes,nlps,stime,finalgap,50_gap,75_gap,100_gap,150_gap,200_gap,250_gap,300_gap,status,ndomchgs,ncutoffs,walltime,proctime
ml-competitor:svmrank_khalil,10,small,../data/instances/facilities/test_100_100_5/instance_3.lp,60,146,26.10751,0.0,0.001025625738354697,0,0,0,0,0,0,optimal,0,0,26.107596062123775,25.90105393700003
ml-competitor:svmrank_khalil,12,small,../data/instances/facilities/test_100_100_5/instance_3.lp,49,144,30.644942,0.0,0,0,0,0,0,0,0,optimal,0,0,30.64500778913498,30.28200477100006
gcnn:baseline,4,small,../data/instances/facilities/test_100_100_5/instance_3.lp,39,122,30.354972,0.0,0,0,0,0,0,0,0,optimal,0,0,30.35506652109325,30.259544620999918
gcnn:baseline,6,small,../data/instances/facilities/test_100_100_5/instance_3.lp,82,209,39.002393,0.0,0.00199355047079267,0.00024786379617599793,0,0,0,0,0,optimal,0,0,39.00245612487197,39.319603911999934
gcnn:baseline,8,small,../data/instances/facilities/test_100_100_5/instance_3.lp,37,136,28.180516,0.0,0,0,0,0,0,0,0,optimal,0,0,28.180602381005883,28.387489016000018
gcnn:baseline,10,small,../data/instances/facilities/test_100_100_5/instance_3.lp,55,128,22.214851,0.0,0.00232966270724214,0,0,0,0,0,0,optimal,0,0,22.214927913621068,22.265664124000068
gcnn:baseline,12,small,../data/instances/facilities/test_100_100_5/instance_3.lp,41,124,26.277133,0.0,0,0,0,0,0,0,0,optimal,0,0,26.277263969182968,26.13930299599997
ml-competitor:svmrank_khalil,4,small,../data/instances/facilities/test_100_100_5/instance_4.lp,214,395,75.05102,0.0,0.0031730707104502655,0.0031730707104502655,0.0022826295628584213,0.002122893588227274,0,0,0,optimal,0,0,75.05109633132815,73.98848070300005
ml-competitor:svmrank_khalil,6,small,../data/instances/facilities/test_100_100_5/instance_4.lp,196,396,60.348605,0.0,0.00276573031309384,0.0018756507308803664,0.0016913188185357661,0.001161513873645917,0,0,0,optimal,0,0,60.34868091531098,60.097006758999896
ml-competitor:svmrank_khalil,8,small,../data/instances/facilities/test_100_100_5/instance_4.lp,331,608,95.292674,0.0,0.0027233544852236858,0.0026867630561458852,0.0026867630561458852,0.002570220301647069,0.002353529222523444,0.0021856472492516187,0,optimal,0,0,95.29275633953512,94.9184561080001
ml-competitor:svmrank_khalil,10,small,../data/instances/facilities/test_100_100_5/instance_4.lp,348,583,97.28953,0.0,0.002812894885827113,0.002608156567944503,0.002608156567944503,0.0023082279346808327,0.0023082279346808327,0.0019221465462523509,0.0009715804564946366,optimal,0,0,97.28962831199169,96.402080114
